Genres,Year,Count
"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",2000-06-16,320
"[{'id': 18, 'name': 'Drama'}]",1999-09-24,44
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1999-09-05,22
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999-08-13,6
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",1999-05-19,11
[],,1
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2000-06-21,1190
"[{'id': 35, 'name': 'Comedy'}]",2000-06-22,956
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",2000-06-28,1130
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2000-06-30,89
"[{'id': 18, 'name': 'Drama'}]",2000-03-15,609
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2000-05-14,21
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1972-11-17,25
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1989-11-10,44
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1947-09-27,64
"[{'id': 35, 'name': 'Comedy'}]",1977-08-10,67
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993-02-05,116
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1957-06-28,2
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",1986-02-07,91
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1991-04-16,38
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1990-10-12,48
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1984-11-16,107
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1985-03-01,65
"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",1988-01-22,55
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1974-05-23,113
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1984-08-15,72
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1973-12-20,54
"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",1970-06-02,19
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1990-03-09,52
"[{'id': 35, 'name': 'Comedy'}]",1991-10-23,22
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1946-04-26,33
"[{'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",1948-05-27,42
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",1987-05-27,51
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1948-02-03,1
"[{'id': 878, 'name': 'Science Fiction'}]",1953-09-04,4
"[{'id': 878, 'name': 'Science Fiction'}]",1950-06-02,15
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1973-06-14,6
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1972-06-08,7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1998-06-25,80
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2000-07-07,242
"[{'id': 35, 'name': 'Comedy'}]",2000-07-07,1468
"[{'id': 35, 'name': 'Comedy'}]",1999-09-12,101
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",1999-09-13,20
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1966-12-18,227
"[{'id': 18, 'name': 'Drama'}]",1965-04-20,31
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",2000-06-08,6
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1984-02-17,525
"[{'id': 37, 'name': 'Western'}]",1946-12-31,38
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2000-07-13,4172
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000-01-21,17
"[{'id': 18, 'name': 'Drama'}]",1999-05-18,8
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1998-11-27,28
"[{'id': 53, 'name': 'Thriller'}]",2000-07-19,15
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2000-07-21,504
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",1999-07-17,201
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",1999-08-17,28
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1959-07-01,207
"[{'id': 878, 'name': 'Science Fiction'}]",1992-01-17,91
"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",1972-07-31,9
"[{'id': 35, 'name': 'Comedy'}]",1979-05-01,9
"[{'id': 18, 'name': 'Drama'}]",1981-04-10,17
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",1969-03-18,44
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1977-07-15,39
"[{'id': 18, 'name': 'Drama'}]",1960-12-23,63
"[{'id': 35, 'name': 'Comedy'}]",1991-05-17,265
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1992-04-24,30
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1980-05-15,37
"[{'id': 35, 'name': 'Comedy'}]",1972-08-06,218
"[{'id': 18, 'name': 'Drama'}]",1978-08-02,92
"[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",1975-06-10,176
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1985-04-03,24
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",1996-02-09,1
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1941-04-03,3
"[{'id': 35, 'name': 'Comedy'}]",1985-11-23,57
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",2000-07-26,10
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",2000-07-27,338
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1999-03-31,34
"[{'id': 18, 'name': 'Drama'}]",1999-05-13,8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-08-11,144
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",2000-07-30,590
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2000-08-04,645
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2000-07-31,407
"[{'id': 35, 'name': 'Comedy'}]",1998-11-02,1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",2000-04-04,7
"[{'id': 35, 'name': 'Comedy'}]",2000-08-06,26
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",2000-01-24,115
"[{'id': 27, 'name': 'Horror'}]",1963-08-22,72
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1962-02-25,34
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",1980-06-11,51
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993-04-02,65
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",1970-06-22,191
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1988-07-08,97
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1994-05-06,56
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1998-07-31,48
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1988-06-09,108
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1990-08-10,146
"[{'id': 27, 'name': 'Horror'}]",1983-11-18,124
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1989-11-15,146
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1956-11-28,43
"[{'id': 35, 'name': 'Comedy'}]",1983-08-19,34
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 10752, 'name': 'War'}]",1975-10-01,48
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1994-10-28,12
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1946-02-06,46
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1969-08-20,5
"[{'id': 35, 'name': 'Comedy'}]",2000-07-01,3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-08-04,27
[],2000-06-01,1
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",1999-02-10,20
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1999-09-04,11
"[{'id': 18, 'name': 'Drama'}]",1999-01-27,0
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2000-08-11,72
"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2000-05-17,51
"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",2000-01-25,1
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-05-17,2
"[{'id': 35, 'name': 'Comedy'}]",2000-08-07,207
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-01-28,37
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2000-08-17,442
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1999-12-11,44
"[{'id': 35, 'name': 'Comedy'}]",2000-08-18,16
[],2000-08-18,1
"[{'id': 35, 'name': 'Comedy'}]",1999-09-11,4
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1988-12-02,1020
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1991-06-28,556
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1940-05-24,8
"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1953-04-23,143
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1959-12-22,47
"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",1965-06-24,57
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1996-01-01,8
"[{'id': 27, 'name': 'Horror'}]",1968-07-20,50
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1998-12-04,9
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1984-11-19,108
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1956-09-21,24
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2000-08-23,136
"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",2000-01-26,0
"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2000-08-25,3
"[{'id': 35, 'name': 'Comedy'}]",2000-08-25,574
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2000-06-09,0
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2000-08-21,11
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-01-24,21
"[{'id': 18, 'name': 'Drama'}]",2000-08-18,11
"[{'id': 18, 'name': 'Drama'}]",1998-01-01,0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-06-06,21
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2000-09-01,107
[],2000-09-08,2
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2000-09-06,5
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2000-02-03,61
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2000-09-08,113
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",1999-03-05,10
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2000-09-08,112
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-09-08,106
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2000-09-15,807
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2000-09-14,48
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-05-05,4
"[{'id': 18, 'name': 'Drama'}]",2000-01-01,14
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2000-09-09,34
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1999-09-04,8
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2000-01-24,10
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1999-06-01,2
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2000-09-22,11
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2000-09-24,104
[],2000-09-22,6
"[{'id': 27, 'name': 'Horror'}]",2000-09-19,102
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-09-22,48
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",2000-05-17,392
"[{'id': 35, 'name': 'Comedy'}]",2000-09-19,168
"[{'id': 35, 'name': 'Comedy'}]",2000-09-10,13
"[{'id': 99, 'name': 'Documentary'}]",1999-01-01,1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-02-01,26
"[{'id': 18, 'name': 'Drama'}]",2000-05-01,57
"[{'id': 18, 'name': 'Drama'}]",2000-09-29,835
"[{'id': 27, 'name': 'Horror'}]",1987-09-11,464
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1988-12-23,227
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1992-09-11,160
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1993-09-09,33
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1963-08-07,14
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1964-07-22,10
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1959-07-01,33
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1964-11-11,7
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1984-10-01,112
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",1961-07-12,35
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1966-08-24,108
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1948-06-15,80
"[{'id': 35, 'name': 'Comedy'}]",1940-11-29,28
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1954-03-05,152
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1959-06-25,12
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1933-11-13,151
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1959-06-25,18
"[{'id': 878, 'name': 'Science Fiction'}]",1957-03-31,8
"[{'id': 10402, 'name': 'Music'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",1943-08-27,30
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",1984-12-14,42
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1982-11-12,61
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",1987-10-30,30
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",1990-09-07,20
"[{'id': 27, 'name': 'Horror'}]",1986-10-01,22
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1990-10-05,12
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000-10-06,24
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2000-10-05,7
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",2000-03-17,76
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2000-10-06,147
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1971-03-03,122
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-10-06,1743
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2000-10-27,2525
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2000-09-22,155
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-01-21,5
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2000-10-13,61
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-09-13,70
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1999-10-21,5
"[{'id': 35, 'name': 'Comedy'}]",2000-10-13,35
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2000-10-13,38
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1971-08-02,18
"[{'id': 18, 'name': 'Drama'}]",1977-04-16,5
"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",1960-08-17,217
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",1995-10-27,43
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",1984-11-08,58
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1987-09-18,34
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1964-06-11,13
"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1949-10-05,91
"[{'id': 18, 'name': 'Drama'}]",1946-07-24,24
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1945-11-30,64
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2000-05-18,774
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2000-10-19,526
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-10-12,447
"[{'id': 27, 'name': 'Horror'}]",1981-04-22,121
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",1980-04-17,16
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1994-02-03,246
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2000-10-27,216
"[{'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}]",2000-10-27,79
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2000-10-27,53
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000-10-13,5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2000-11-02,1253
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",2000-11-02,259
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",2000-11-10,447
"[{'id': 18, 'name': 'Drama'}]",2000-09-13,556
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2000-11-10,271
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2000-01-20,7
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-11-17,89
